Source,Station,Latitude,Longitude,Region,SubRegion,YearAdj,Season,Month,Date,Datetime,DissAmmonia_Sign,DissAmmonia,DissNitrateNitrite_Sign,DissNitrateNitrite,DissOrthophos_Sign,DissOrthophos
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-21,1975-05-21T22:00:00Z,=,NA,=,0.1,=,0.04
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Spring,5,1975-05-21,1975-05-21T22:00:00Z,=,NA,=,0.11,=,0.05
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Spring,5,1975-05-21,1975-05-22T00:00:00Z,=,NA,=,0.12,=,0.05
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Spring,5,1975-05-21,1975-05-21T21:00:00Z,=,NA,=,0.07,=,0.04
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Spring,5,1975-05-22,1975-05-23T00:00:00Z,=,NA,=,0.04,=,0.03
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-22,1975-05-23T00:00:00Z,=,NA,=,NA,=,0.03
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Spring,5,1975-05-22,1975-05-23T01:00:00Z,=,NA,=,0.01,=,0.04
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22T23:00:00Z,=,NA,=,NA,=,0.04
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22T22:00:00Z,=,NA,=,0.08,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Spring,5,1975-05-22,1975-05-22T21:00:00Z,=,NA,=,0.1,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Spring,5,1975-05-22,1975-05-22T23:00:00Z,=,NA,=,0.02,=,0.04
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Spring,5,1975-05-22,1975-05-22T21:00:00Z,=,NA,=,0.07,=,0.04
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,6,1975-06-03,1975-06-03T19:00:00Z,=,NA,=,0.08,=,0.05
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,6,1975-06-03,1975-06-04T00:00:00Z,=,NA,=,0.25,=,0.06
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,6,1975-06-03,1975-06-04T01:00:00Z,=,NA,=,0.54,=,0.06
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,6,1975-06-03,1975-06-04T00:00:00Z,=,NA,=,0.14,=,0.06
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,6,1975-06-03,1975-06-03T22:00:00Z,=,NA,=,0.09,=,0.09
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,6,1975-06-03,1975-06-03T20:00:00Z,=,NA,=,0.02,=,0.03
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,6,1975-06-03,1975-06-03T21:00:00Z,=,NA,=,0.07,=,0.03
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,6,1975-06-03,1975-06-03T22:00:00Z,=,NA,=,0.37,=,0.14
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-04,1975-06-04T21:00:00Z,=,NA,=,0.1,=,0.05
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-04,1975-06-04T22:00:00Z,=,NA,=,0.11,=,0.05
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-04,1975-06-04T23:00:00Z,=,NA,=,0.15,=,0.05
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,6,1975-06-04,1975-06-04T23:00:00Z,=,NA,=,0.05,=,0.04
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-04,1975-06-04T21:00:00Z,=,NA,=,0.13,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-04,1975-06-04T22:00:00Z,=,NA,=,0.11,=,0.05
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,6,1975-06-04,1975-06-04T23:00:00Z,=,NA,=,0.15,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-04,1975-06-04T21:00:00Z,=,NA,=,0.09,=,0.05
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,6,1975-06-05,1975-06-05T23:00:00Z,=,NA,=,0.05,=,0.04
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-05,1975-06-06T00:00:00Z,=,NA,=,0.04,=,0.04
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-05,1975-06-06T01:00:00Z,=,NA,=,0.01,=,0.04
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,6,1975-06-05,1975-06-05T22:00:00Z,=,NA,=,0.02,=,0.05
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,6,1975-06-05,1975-06-05T22:00:00Z,=,NA,=,0.09,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,6,1975-06-05,1975-06-05T21:00:00Z,=,NA,=,NA,=,0.03
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,6,1975-06-05,1975-06-05T23:00:00Z,=,NA,=,0.03,=,0.06
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,6,1975-06-05,1975-06-05T20:00:00Z,=,NA,=,0.07,=,0.05
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,6,1975-06-17,1975-06-17T18:00:00Z,=,NA,=,0.08,=,0.06
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,6,1975-06-17,1975-06-17T23:00:00Z,=,NA,=,0.31,=,0.05
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,6,1975-06-17,1975-06-18T00:00:00Z,=,NA,=,0.4,=,0.06
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,6,1975-06-17,1975-06-17T23:00:00Z,=,NA,=,0.33,=,0.07
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,6,1975-06-17,1975-06-17T21:00:00Z,=,NA,=,0.31,=,0.1
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,6,1975-06-17,1975-06-17T20:00:00Z,=,NA,=,0.01,=,0.02
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,6,1975-06-17,1975-06-17T20:00:00Z,=,NA,=,0.18,=,0.04
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,6,1975-06-17,1975-06-17T22:00:00Z,=,NA,=,0.39,=,0.1
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-18,1975-06-18T20:00:00Z,=,NA,=,0.09,=,0.04
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-18,1975-06-18T22:00:00Z,=,NA,=,0.15,=,0.05
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,6,1975-06-18,1975-06-18T23:00:00Z,=,NA,=,0.18,=,0.05
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,6,1975-06-18,1975-06-18T22:00:00Z,=,NA,=,0.16,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-18,1975-06-18T21:00:00Z,=,NA,=,0.11,=,0.04
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,6,1975-06-18,1975-06-18T21:00:00Z,=,NA,=,0.11,=,0.05
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,6,1975-06-18,1975-06-18T22:00:00Z,=,NA,=,0.19,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,6,1975-06-18,1975-06-18T20:00:00Z,=,NA,=,0.09,=,0.04
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,6,1975-06-19,1975-06-19T22:00:00Z,=,NA,=,0.06,=,0.04
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-19,1975-06-19T22:00:00Z,=,NA,=,0.09,=,0.05
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,6,1975-06-19,1975-06-19T23:00:00Z,=,NA,=,0.15,=,0.05
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,6,1975-06-19,1975-06-19T21:00:00Z,=,NA,=,0.01,=,0.05
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,6,1975-06-19,1975-06-19T21:00:00Z,=,NA,=,0.05,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,6,1975-06-19,1975-06-19T20:00:00Z,=,NA,=,0.01,=,0.05
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,6,1975-06-19,1975-06-19T22:00:00Z,=,NA,=,0.04,=,0.05
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,6,1975-06-19,1975-06-19T20:00:00Z,=,NA,=,0.1,=,0.05
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,7,1975-07-01,1975-07-01T18:00:00Z,=,NA,=,0.13,=,0.07
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,7,1975-07-01,1975-07-01T23:00:00Z,=,NA,=,0.92,=,0.07
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,7,1975-07-01,1975-07-01T23:00:00Z,=,NA,=,0.47,=,0.08
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,7,1975-07-01,1975-07-01T22:00:00Z,=,NA,=,0.33,=,0.07
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,7,1975-07-01,1975-07-01T20:00:00Z,=,NA,=,0.27,=,0.08
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,7,1975-07-01,1975-07-01T19:00:00Z,=,NA,=,NA,=,0.02
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,7,1975-07-01,1975-07-01T20:00:00Z,=,NA,=,0.19,=,0.05
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,7,1975-07-01,1975-07-01T21:00:00Z,=,NA,=,0.96,=,0.14
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-02,1975-07-02T19:00:00Z,=,NA,=,0.15,=,0.05
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-02,1975-07-02T21:00:00Z,=,NA,=,0.2,=,0.05
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-02,1975-07-02T22:00:00Z,=,NA,=,0.24,=,0.05
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,7,1975-07-02,1975-07-02T21:00:00Z,=,NA,=,0.24,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-02,1975-07-02T20:00:00Z,=,NA,=,0.19,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-02,1975-07-02T20:00:00Z,=,NA,=,0.18,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,7,1975-07-02,1975-07-02T22:00:00Z,=,NA,=,0.26,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-02,1975-07-02T19:00:00Z,=,NA,=,0.11,=,0.04
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,7,1975-07-03,1975-07-03T21:00:00Z,=,NA,=,0.04,=,0.04
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-03,1975-07-03T22:00:00Z,=,NA,=,0.1,=,0.05
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-03,1975-07-03T22:00:00Z,=,NA,=,0.17,=,0.05
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03T20:00:00Z,=,NA,=,NA,=,0.04
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03T20:00:00Z,=,NA,=,0.03,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,7,1975-07-03,1975-07-03T19:00:00Z,=,NA,=,NA,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-03,1975-07-03T21:00:00Z,=,NA,=,0.02,=,0.04
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,7,1975-07-03,1975-07-03T19:00:00Z,=,NA,=,0.05,=,0.04
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,7,1975-07-15,1975-07-15T17:00:00Z,=,NA,=,0.08,=,0.06
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,7,1975-07-15,1975-07-15T22:00:00Z,=,NA,=,0.95,=,0.07
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,7,1975-07-15,1975-07-15T23:00:00Z,=,NA,=,0.36,=,0.07
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,7,1975-07-15,1975-07-15T22:00:00Z,=,NA,=,0.29,=,0.07
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,7,1975-07-15,1975-07-15T20:00:00Z,=,NA,=,0.3,=,0.08
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,7,1975-07-15,1975-07-15T18:00:00Z,=,NA,=,NA,=,0.02
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,7,1975-07-15,1975-07-15T19:00:00Z,=,NA,=,0.17,=,0.06
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,7,1975-07-15,1975-07-15T20:00:00Z,=,NA,=,0.79,=,0.13
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-16,1975-07-16T19:00:00Z,=,NA,=,0.17,=,0.04
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-16,1975-07-16T20:00:00Z,=,NA,=,0.25,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,7,1975-07-16,1975-07-16T22:00:00Z,=,NA,=,0.26,=,0.06
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,7,1975-07-16,1975-07-16T21:00:00Z,=,NA,=,0.25,=,0.06
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-16,1975-07-16T19:00:00Z,=,NA,=,0.25,=,0.06
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,7,1975-07-16,1975-07-16T20:00:00Z,=,NA,=,0.22,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,7,1975-07-16,1975-07-16T21:00:00Z,=,NA,=,0.22,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,7,1975-07-16,1975-07-16T18:00:00Z,=,NA,=,0.17,=,0.04
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,7,1975-07-17,1975-07-17T22:00:00Z,=,NA,=,0.12,=,0.05
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-17,1975-07-17T23:00:00Z,=,NA,=,0.12,=,0.05
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,7,1975-07-17,1975-07-17T23:00:00Z,=,NA,=,0.2,=,0.05
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-17,1975-07-17T21:00:00Z,=,NA,=,0.08,=,0.05
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,7,1975-07-17,1975-07-17T20:00:00Z,=,NA,=,0.11,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,7,1975-07-17,1975-07-17T20:00:00Z,=,NA,=,0.1,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,7,1975-07-17,1975-07-17T21:00:00Z,=,NA,=,0.1,=,0.05
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,7,1975-07-17,1975-07-17T19:00:00Z,=,NA,=,0.15,=,0.02
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,8,1975-08-12,1975-08-12T19:00:00Z,=,NA,=,0.07,=,0.06
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,8,1975-08-12,1975-08-12T23:00:00Z,=,NA,=,1.13,=,0.11
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,8,1975-08-12,1975-08-12T21:00:00Z,=,NA,=,0.1,=,0.06
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,8,1975-08-12,1975-08-12T20:00:00Z,=,NA,=,0.09,=,0.06
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,8,1975-08-12,1975-08-12T20:00:00Z,=,NA,=,0.16,=,0.09
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,8,1975-08-12,1975-08-12T17:00:00Z,=,NA,=,0.02,=,0.04
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,8,1975-08-12,1975-08-12T17:00:00Z,=,NA,=,0.12,=,0.05
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,8,1975-08-12,1975-08-12T18:00:00Z,=,NA,=,0.15,=,0.09
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,8,1975-08-13,1975-08-13T18:00:00Z,=,NA,=,0.16,=,0.06
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,8,1975-08-13,1975-08-13T19:00:00Z,=,NA,=,0.12,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,8,1975-08-13,1975-08-13T20:00:00Z,=,NA,=,0.12,=,0.06
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,8,1975-08-13,1975-08-13T19:00:00Z,=,NA,=,0.11,=,0.06
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,8,1975-08-13,1975-08-13T18:00:00Z,=,NA,=,0.14,=,0.05
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,8,1975-08-13,1975-08-13T18:00:00Z,=,NA,=,0.11,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,8,1975-08-13,1975-08-13T20:00:00Z,=,NA,=,0.12,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,8,1975-08-13,1975-08-13T17:00:00Z,=,NA,=,0.17,=,0.06
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,8,1975-08-14,1975-08-14T19:00:00Z,=,NA,=,0.18,=,0.06
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,8,1975-08-14,1975-08-14T20:00:00Z,=,NA,=,0.17,=,0.06
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,8,1975-08-14,1975-08-14T20:00:00Z,=,NA,=,0.11,=,0.07
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,8,1975-08-14,1975-08-14T18:00:00Z,=,NA,=,0.22,=,0.06
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,8,1975-08-14,1975-08-14T18:00:00Z,=,NA,=,0.21,=,0.08
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,8,1975-08-14,1975-08-14T17:00:00Z,=,NA,=,0.21,=,0.05
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,8,1975-08-14,1975-08-14T19:00:00Z,=,NA,=,0.24,=,0.06
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,8,1975-08-14,1975-08-14T17:00:00Z,=,NA,=,0.22,=,0.06
EMP,C9,37.83095,-121.554,SouthCentral,Victoria Canal,1975,Summer,8,1975-08-25,1975-08-25T19:00:00Z,=,NA,=,0.11,=,0.08
EMP,D28A,37.97048,-121.573,SouthCentral,Old River,1975,Summer,8,1975-08-25,1975-08-25T18:00:00Z,=,NA,=,0.08,=,0.07
EMP,MD6,38.1415,-121.4687,SouthCentral,Lower Mokelumne River,1975,Summer,8,1975-08-25,1975-08-25T15:00:00Z,=,NA,=,0.04,=,0.04
EMP,MD7,38.12513,-121.497,SouthCentral,Lower Mokelumne River,1975,Summer,8,1975-08-25,1975-08-25T16:00:00Z,=,NA,=,0.14,=,0.05
EMP,P8,37.97817,-121.3823,SouthCentral,San Joaquin River near Stockton,1975,Summer,8,1975-08-25,1975-08-25T17:00:00Z,=,NA,=,0.57,=,0.24
EMP,C3,38.34575,-121.5461,North,Middle Sacramento River,1975,Summer,8,1975-08-26,1975-08-26T15:00:00Z,=,NA,=,0.08,=,0.03
EMP,C7,37.78607,-121.3077,SouthCentral,Upper San Joaquin River,1975,Summer,8,1975-08-26,1975-08-26T19:00:00Z,=,NA,=,1.02,=,0.12
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Summer,8,1975-08-26,1975-08-26T15:00:00Z,=,NA,=,0.16,=,0.07
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Summer,8,1975-08-26,1975-08-26T18:00:00Z,=,NA,=,0.09,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Summer,8,1975-08-26,1975-08-26T19:00:00Z,=,NA,=,0.14,=,0.07
EMP,D19,38.04376,-121.6148,SouthCentral,Franks Tract,1975,Summer,8,1975-08-26,1975-08-26T18:00:00Z,=,NA,=,0.07,=,0.05
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Summer,8,1975-08-26,1975-08-26T16:00:00Z,=,NA,=,0.14,=,0.08
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Summer,8,1975-08-26,1975-08-26T17:00:00Z,=,NA,=,0.11,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Summer,8,1975-08-26,1975-08-26T18:00:00Z,=,NA,=,0.14,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Summer,8,1975-08-26,1975-08-26T15:00:00Z,=,NA,=,0.25,=,0.08
EMP,MD10,38.04381,-121.4188,SouthCentral,Disappointment Slough,1975,Summer,8,1975-08-26,1975-08-26T17:00:00Z,=,NA,=,0.16,=,0.07
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Summer,8,1975-08-27,1975-08-27T16:00:00Z,=,NA,=,0.23,=,0.05
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Summer,8,1975-08-27,1975-08-27T17:00:00Z,=,NA,=,0.14,=,0.05
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Summer,8,1975-08-27,1975-08-27T17:00:00Z,=,NA,=,0.06,=,0.04
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Summer,8,1975-08-27,1975-08-27T16:00:00Z,=,NA,=,0.26,=,0.05
EMP,D6,38.04436,-122.1177,Suisun Bay,West Suisun Bay,1975,Summer,8,1975-08-27,1975-08-27T15:00:00Z,=,NA,=,0.26,=,0.06
EMP,D7,38.11714,-122.0397,Suisun Bay,Grizzly Bay,1975,Summer,8,1975-08-27,1975-08-27T15:00:00Z,=,NA,=,0.25,=,0.04
EMP,D8,38.05992,-121.99,Suisun Bay,Mid Suisun Bay,1975,Summer,8,1975-08-27,1975-08-27T16:00:00Z,=,NA,=,0.26,=,0.04
EMP,D9,38.07244,-121.9392,Suisun Bay,Honker Bay,1975,Summer,8,1975-08-27,1975-08-27T14:00:00Z,=,NA,=,0.2,=,0.06
EMP,D11,38.04229,-121.7995,Confluence,Lower Sacramento River,1975,Fall,9,1975-09-02,1975-09-02T22:00:00Z,=,NA,=,0.14,=,0.07
EMP,D15,38.05217,-121.6896,Confluence,San Joaquin River at Twitchell Island,1975,Fall,9,1975-09-02,1975-09-03T00:00:00Z,=,NA,=,0.11,=,0.06
EMP,D16,38.0969,-121.6691,Confluence,San Joaquin River at Twitchell Island,1975,Fall,9,1975-09-02,1975-09-03T01:00:00Z,=,NA,=,0.1,=,0.06
EMP,D22,38.08453,-121.7391,Confluence,Sacramento River near Rio Vista,1975,Fall,9,1975-09-02,1975-09-02T22:00:00Z,=,NA,=,0.13,=,0.07
EMP,D24,38.15778,-121.6847,Confluence,Sacramento River near Rio Vista,1975,Fall,9,1975-09-02,1975-09-02T23:00:00Z,=,NA,=,0.1,=,0.06
EMP,D26,38.07664,-121.5669,Confluence,San Joaquin River at Prisoners Pt,1975,Fall,9,1975-09-02,1975-09-03T00:00:00Z,=,NA,=,0.11,=,0.06
EMP,D4,38.06248,-121.8205,Confluence,Lower Sacramento River,1975,Fall,9,1975-09-02,1975-09-02T22:00:00Z,=,NA,=,0.15,=,0.07
EMP,D10,38.04631,-121.9183,Confluence,Confluence,1975,Fall,9,1975-09-03,1975-09-04T00:00:00Z,=,NA,=,0.19,=,0.07
EMP,D12,38.02161,-121.8063,Confluence,Lower San Joaquin River,1975,Fall,9,1975-09-03,1975-09-04T01:00:00Z,=,NA,=,0.12,=,0.07
EMP,D14A,38.01776,-121.7114,Confluence,Lower San Joaquin River,1975,Fall,9,1975-09-03,1975-09-04T01:00:00Z,=,NA,=,0.04,=,0.06
EMP,D2,38.06544,-122.0545,Suisun Bay,Mid Suisun Bay,1975,Fall,9,1975-09-03,1975-09-03T23:00:00Z,=,NA,=,0.22,=,0.07
